央视,#genre#
CCTV5,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?
CCTV5+,https://mgtv.ottiptv.cc/mg/641886773.m3u8?userid=423579792&sign=5bc84ac8495a341cc0c0260211255e4401001187635ab4511c6544ec100d041d591cfbd338e97f50f753497590cc2e30ac78b23571121b2b42d0b4cd353b08552f46a02332ba38a1c80bfe0e6e6ab9c9&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV6,https://mgtv.ottiptv.cc/mg/624878396.m3u8?userid=423579792&sign=17404919c48cd88207b3bda23e8d531d9311311a3097d9094f2176fe015b4a4da06cd5be50689769a390df91d386d9916ee5a76428d291409c91d21d44c478f64be2a1ca4e6d288e84704387e71246b5&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV6,https://live.ottiptv.cc/mcp/cctv6.m3u8?userid=423579792&sign=ce262162edd9cb6ca6940defda718a23f76d5b5553ddf6ff5d697dc86d0708e94a476c36c5b539dd699d2dd4b2cf185e4a8f6105bdf92c0d1b0157b3d1cd989b402b228bfedafc98a3fcdc8b&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV6,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8?
CCTV7,https://mgtv.ottiptv.cc/mg/673168121.m3u8?userid=423579792&sign=e9227b2b588e14233806160b24b87a6f887812de2f90e93c851add24108cf60da4d0b48d106630d923073e63cca4bf6f14832cc41ac743dc3f2957ef590a118cd3c8a26da2fe20a44272fd1007c66bd4&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV7,https://live.ottiptv.cc/mcp/cctv7.m3u8?userid=423579792&sign=9ca5bca9dd5dc4b02e3f435bb35c7784ed13017cedf8a82043c086a29ec27e03d54db2fa659be6151dd25fa3c4e63f617136c2c92805d70b3c8b682166961c998431c612c3a0fe8617506ffb&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV7,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?
CCTV8,https://mgtv.ottiptv.cc/mg/624878356.m3u8?userid=423579792&sign=beb97cfd4a44b4b3a6bee705a0717492426261f753d992eb06f106692f7d439a12005462ac2be1175af64263c73e4e446ac8409930d8efec047e690919a777d8e945780fff2d6e09afaf72f0fb4bb5f7&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV8,https://live.ottiptv.cc/mcp/cctv8.m3u8?userid=423579792&sign=af075a09836a66fac0bc7b09e613f69efc73bedc8ff7cd49161b282a4f27a258a8f9e81148f20152cd3ec46706b3dc1483503f95ef85ddb50001e39f627517626255142617c3287a1a10891e&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV8,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226485/1.m3u8?
CCTV9,https://mgtv.ottiptv.cc/mg/673168140.m3u8?userid=423579792&sign=80def5bb65f22e888a5c6b675912fd423e86b2c4e5fff2e689acbc2fbf1005d6ceb42c6cb5ae75b735a7f8397318707ca79d8fbe84bff3a448c1f9129a74f6c8a933987d21ef1b584b8db674253f5b11&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV9,https://live.ottiptv.cc/mcp/cctv9.m3u8?userid=423579792&sign=7350d9d2a6fc3d620511e07a597ca7aa9cca1d19cd857736540e75ec2d824f99e46a28f2f94e6ba001d06ca09eff102ee7faca292320f072556dcf8bafd319871979db919b1f49fd4156e4ac&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV9,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?
CCTV10,https://mgtv.ottiptv.cc/mg/624878405.m3u8?userid=423579792&sign=2186d1749a7957481687fdff412328291a5abdbd85c5746ded2c1ce28ddf1a3a23beb846d7357988f7d86b6e9a15e7a7b079fae2eb8314376a6bd347bd02b715e5bba8f3bc93ed7e201beff2f6ec831e&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV10,https://live.ottiptv.cc/mcp/cctv10.m3u8?userid=423579792&sign=d56cf14a1000616912641fb9f8147d762747e1343611abc37cf2cf66484da22465e52f08cf4497b105cce5c1ed103c40c5b0d9551f1cfa56a4bcbb9c85f7c1cecf9711f4885376acaca723795a&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV10,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?
CCTV11,https://mgtv.ottiptv.cc/mg/667987558.m3u8?userid=423579792&sign=474bcc38c619f0ff9867babb78c1f5de4ad96655356baa22b6dd00dcd2177fc1ca17dd88641603ea1ac632b3c0c6a1e7f315483ec8703a216d3b6ba592fdd158f6e82c2b68212b89d0e5d6852b9c0d5d&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV11,https://live.ottiptv.cc/mcp/cctv11.m3u8?userid=423579792&sign=13499c682fc92c9a59c1189c1508b6fcc7e9310ae934ae916feca68a3a3caee413dc6671a93e2b01555cf2634e46653b9b12ff0ac5ba4a75a12af315afbda4f109984e9b3933b59217ca016de1&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV11,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?
CCTV12,https://mgtv.ottiptv.cc/mg/673168185.m3u8?userid=423579792&sign=f91f9a351328048faf0296a996f2e08057137d30c6a3c2281c6123fdb9fe7c077ea47799a72bb98f247cfadb024c7407125df70ff5591d22c63425cf1a47219b3be6d87506ca302673898b4bf0589765&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV12,https://live.ottiptv.cc/mcp/cctv12.m3u8?userid=423579792&sign=185036d70161a95d77e0d13a255e8fd54418f707806c336e544ee71e371630a8a8094bc5ba17c66589dcdcbdc4a7a78134e49e6bd038234b7cf22a84449733d693c28bd0670f9068f13d35e21c&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV12,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?
CCTV13,https://mgtv.ottiptv.cc/mg/608807423.m3u8?userid=423579792&sign=d619190b7acc598da80dabe730c453c7d1b8c8b7eef92e449bc91020c6b15c33df5413cd5f327a3d190f241880337465f10a2bef3090abeac593e6fe7d6d399e84bc352fb29355ab3eac3183e888c215&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV13,https://live.ottiptv.cc/mcp/cctv13.m3u8?userid=423579792&sign=6ba8db9aded3414fab99ad541f99f09bb6a46cb29843fc3c77b49190a9d43f01bc4b681b7e9dddfc1a2632eb22df852102ffdce24799bc10c0bc0e9516c10a0dd3ccafef098dee79869eedbf63&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV13,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?
CCTV14,https://mgtv.ottiptv.cc/mg/624878440.m3u8?userid=423579792&sign=14b2016eefc2d9cf3f1f530bfc41379c7a8999ff7bd66872dae6ef10003605ac7d05c6ddadf56e52c2772651b1c41a25427f43ab5b11d6882c05a39b7737fafd22835742ebdefdf8d7e1b29d99e42ed9&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV14,https://live.ottiptv.cc/mcp/cctv14.m3u8?userid=423579792&sign=9c4a62e6217deb2873a6c6875615580063f445646de3cce2d79e9b43379a3418294c2ec32edff12d3a00a303aa91a18414e0d39b27fd4dd343394aa6cf08856597749ebee4078b13b85fd319f5&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV14,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?
CCTV15,https://mgtv.ottiptv.cc/mg/673168223.m3u8?userid=423579792&sign=a73612c7e2c892818e6ac0b9f2f1fd563eb72eccc744cb4ff2fb1b92a80d379d6662af134acd95899b3570ec916025a4532b571a4f439b515acc66330edbaf07e785c7a54db45a24dee607f125747fe5&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV15,https://live.ottiptv.cc/mcp/cctv15.m3u8?userid=423579792&sign=3a8f98f2baf329e5cf579978ec2d75fbe4c2e68851cafc0c10d47aa54e10a5aebed3e2e6b7bdc6562e3138d9b9dbf253da1ac2ecf156964cb9f6e6e97b800194d607aa9e2d92bc3cdcde50aefe&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV15,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?
CCTV16,https://live.ottiptv.cc/mcp/cctv16.m3u8?userid=423579792&sign=41da34a11f82fdbf5ac7f6516e29b9de65d2cd68294db7ed6e8e8ef4ac9162d46a49f4a82627e7d6b19579a3a65ea5a32ccf098a48a43c34bd111432317be8248cb1d1ceadd65c6998943da2ff&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV16,https://live.ottiptv.cc/mst/cctv16-2.m3u8?userid=423579792&sign=b53166572145a8f7eee35d65428e5935ecb0a9714daa117b8dd7138c931fdd5ed1a02871decdf31a8ec40e8893888dafd77d000b10c10c3db947dfb0ccf8123d6c1a5c14d847affcdea341e7ffae32&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV16,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?
CCTV17,https://mgtv.ottiptv.cc/mg/673168256.m3u8?userid=423579792&sign=0173f7f5cfa2976990cfc20b6326f6fc5654543f7dd9f2d08ea21cee7079b6c295b9ea5e27f7d0ddb7b9fce0d3e898c5ea464d5ee73125c7184f0241c8a757d603d8f72745aea6ab7339768d62afbd47&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV17,https://live.ottiptv.cc/mcp/cctv17.m3u8?userid=423579792&sign=1b97cf8bfa2f6f767ea7990d9e266772fd54b07c691444f199bcfcee12aafaa276a9b643641df7ab402e5c7bf6b031f0903acf7587bc162109cc7dcd24eea43d7e3d31fbba368272ed4bb483da&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV17,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?
CGTN,https://mgtv.ottiptv.cc/mg/609017205.m3u8?userid=423579792&sign=13762b7d57a0840da0235edb84b8627d9c872c40ec7dedb2d64abca03879fbee7a3d65dd34089aca84d5253aafbec24b8e4d0be49f42231ea380889914fd450c72a0b11a9affb98a7a86e83ebdb1961a&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN西语,https://mgtv.ottiptv.cc/mg/609006450.m3u8?userid=423579792&sign=9c4b20eef5669dd472fe68995588584cc3ad473e58c52ae5e0452d7a4299e1b060cefcaaaf76e7de67cf5190c7df1fd15e7dacd1f8318155530a4b7b86114e41774391a01dacea7ddf4520b3d25f6eae&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN法语,https://mgtv.ottiptv.cc/mg/609006476.m3u8?userid=423579792&sign=fa04f5e275a5315f12f283635cea3551a03b7beca4f1684eeeb9421e3da188ccf45b454ed7c380eaece673179e782ff01bdc2df39bb871a6d09fe163fdd419a87eb7c12bbc4fba9199b6ec6b11743221&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN俄语,https://mgtv.ottiptv.cc/mg/609006446.m3u8?userid=423579792&sign=d789683b8ed80161666930f9c094d57aab397f30706e854c55593439cf740308cb832f41aac9afbf1ca09202470321bdb45f3874a6984126d571f2a7ec406c567834a1b08cfc940a9907992845f71aad&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN阿语,https://mgtv.ottiptv.cc/mg/609154345.m3u8?userid=423579792&sign=57312910ecd1797225e089eff10c09b0a1ed0d2d554c5b97578cddba9d008f126e2dfab662f702fd985036950e6d2597d487956c4e1cc100d1e33c35b3dff7d00486d50d61ef8ccd0c4b4f897fc86eb9&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN阿语,https://0472.org/hls/cgtna.m3u8

卫视,#genre#
安徽卫视,https://live.ottiptv.cc/mcp/anhui.m3u8?userid=423579792&sign=6983239f6da4c52729e4f08c84cbb526368a1c150f020789fd7896b294ce895de3a87562637972cb7f29fa01fdc1a7f7fb99a3f4f47305cf63c4f1c1a7d173d6aa9edda72cdc0c7a22f3c84f&auth_token=acb0c268be4342419aa3ba49796b45e0
安徽卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226943/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0QmKQ_slRCwvVVUUfxPVbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京卫视,https://live.ottiptv.cc/mcp/beijing.m3u8?userid=423579792&sign=2fc068a5451da1e9519241415d7086ab493624c2521614c156ae9362ae82376592281295957d182fb7e006aba99e8e9112bbf5871e869a535e72393a736ef48b22347facbbc78113078c1309eae6&auth_token=acb0c268be4342419aa3ba49796b45e0
北京卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcYPi33WFyhvd6SjmqUKhJg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
重庆卫视,https://live.ottiptv.cc/mcp/chongqing.m3u8?userid=423579792&sign=08351192aa77679d756f61c387f27f293350f11b899d04bf724902b8a20243e731e957e99238d3c1e5a8cd695c5a6e8bed08d0335bc1dcc95c8412957bf248ce86e4b10c18f6cfc0d92eb21d6c2ba3aa&auth_token=acb0c268be4342419aa3ba49796b45e0
重庆卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjTXsJprEx2nE38tdvu5lhA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东方卫视,https://mgtv.ottiptv.cc/mg/651632648.m3u8?userid=423579792&sign=40bcd541eb9d855b422a35a642390acef943b6495bb213f53475505f608e20b642502b5c5687d4b5ed69d994368397d1475efd9686b983bd2ca589271e287d388eeb50578cab2258fa3527ed9060c178&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,https://live.ottiptv.cc/mcp/dongfang.m3u8?userid=423579792&sign=5c5e7d64e3c0399175943c1069d6e1b304cdb8d42b7886b8191a206af6c6850dab50c4bd9ad494e6de8d5fe5d15df4301a7bf22b1c983fed5e2eaa3849a9f9e097ec6a2a62b462a3b414380f7d29fb&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0uh4lyjjBCCN7TCq21vSIQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东南卫视,https://mgtv.ottiptv.cc/mg/849116810.m3u8?userid=423579792&sign=9d8ce3ec060476a9eb315c0de95a6f63890dd8ee3085aae08180dff0376dca8da9801ba72eb4485028ca89a19dbd918c30e3b5c12e34261c93d02e1f6df30b652d60a54e45163e941ec9002d5539f686&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,https://live.ottiptv.cc/mcp/dongnan.m3u8?userid=423579792&sign=d95058880af81bdc0622662c0f1532e93743aa15776c64617e8555272d3f43f3306d38132b3ab939658a26ed2390c8eededf18d54ab06a5a2193c0cdf19aa1042d9c16793a0cd745ce253f9e6b71&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226991/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQ6F5Mjgs0tJyEArWFL3vQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
甘肃卫视,https://live.ottiptv.cc/mcp/gansu.m3u8?userid=423579792&sign=1488b993a9c88735157cd1f06c6f98dc61c259176f21f2764ef285288753f23aaf1399cf3ba512c5de7910aeed9566822fec147df5da59b5158225be5527999d8db4569aac273f9e88f2e671&auth_token=acb0c268be4342419aa3ba49796b45e0
甘肃卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227020/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Err-CLugPnTcUinEM8JeySg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广东卫视,https://mgtv.ottiptv.cc/mg/608831231.m3u8?userid=423579792&sign=369cbbec32a6cbab0d82df6dd08379cc8db88133f56ef19e464259802724e6a764a03727b554c292775f8e249821dc136f08a506154a31e52061e39c565faf0dc02596ed98815cd80efcf19fd37ef3d9&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,https://live.ottiptv.cc/mcp/guangdong.m3u8?userid=423579792&sign=d8e08c774349129b54321e924ae52445d24d72ea0fa3d3b339191700322d4078a56fab0788cc0edc433e46a63fb323e0eb6f50e60d4c1ea1b148d5fc5705c8f26113061037a4eeb7ea0852567ce4331f&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2MGyx659D_aaDPP0qt3NgA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广西卫视,https://live.ottiptv.cc/mcp/guangxi.m3u8?userid=423579792&sign=5691356f44cc2e541add864b4533b36d9df57fcfd4161e5b1d9e029f9af3cdf1a4f55f67a6c7600f5a38b8e55fe4fa11bcbb9b367cd87c14dd52582e42130a2796cc5671596212a04e105b87e304&auth_token=acb0c268be4342419aa3ba49796b45e0
广西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227010/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkAhb-89sxdm9fz6-heXCuw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
贵州卫视,https://live.ottiptv.cc/mcp/guizhou.m3u8?userid=423579792&sign=6bf07e6ccf2583f6e828253b46eb3743380ed7c648321b845c92b2b8dc602f11b9e27c4f73ac5a10b890a9d4a6a8fe8717a1fc551127ff883a383e59311cced18e72f79cc0e0eb211c80a699f37a&auth_token=acb0c268be4342419aa3ba49796b45e0
贵州卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227012/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EnqBF03rFwPucF8ODtWxLQQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
海南卫视,https://mgtv.ottiptv.cc/mg/947472502.m3u8?userid=423579792&sign=6407c6f83e5e2e4b621672bcd0e7458b7cf64bdcb33902ba1cadf469f91f1912fc22d589b587fa3246af1eddaba3ece28874a19a936bec4435a5cccd6d7c85addda3001db7ed5fc0ee03e4e54b34a2b6&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,https://live.ottiptv.cc/mcp/hainan.m3u8?userid=423579792&sign=0d67bf95a4f46a340d97525bf8aa008f98388096d42a518945fd71618b3a8daf5c298e0fd9918cca3982c6f29653df2dbbd1647c7cabaa9787034664a4a5233622763acc5d161e8c41b08018c6&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227029/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEuBMjt2kLMD8fAO7QYER7Q%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河北卫视,https://live.ottiptv.cc/mcp/hebei.m3u8?userid=423579792&sign=5c93b374bbe9d83796efd031e796b368ef8a2c9b5c97dbddeac5da0df9918dee04af35fd6e194677bfbbe65050be60bc89f52ef5d99005754fdb3f8cb2190257bd0738d9b0a1bc15e10eaf95&auth_token=acb0c268be4342419aa3ba49796b45e0
河北卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227014/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErSGjhI3DMaaAASPrbQJYTg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河南卫视,https://mgtv.ottiptv.cc/mg/790187291.m3u8?userid=423579792&sign=abf38e400f071bce343c9ae4275adac671ca4aa19c3b3e10fa992039ddac478766d4e2d8d85ad7520065486cc31d12820b410f500bd7e2e49ab8113d3c237fd0f70c1dded18c64b0af65a573754b5266&auth_token=acb0c268be4342419aa3ba49796b45e0
河南卫视,https://live.ottiptv.cc/mcp/henan.m3u8?userid=423579792&sign=c4835710bce75c1c074826c8c6159a541ae6e08b6b28a4e93079f0d25e8f58e53873fc9452055532a06077504cb5a1960054945aa38091d2ab71f2681375544756ad442b1ba6093922c51d9f&auth_token=acb0c268be4342419aa3ba49796b45e0
